NO,단지명,전월세구분,전용면적(㎡),보증금(만원),월세금(만원),층_2023,건축년도,도로명,도로명 주소,대지위치,동_주용도,동_세부용도,X,Y,표준신주소,최종 집값(만원)_2023,층_2019,최종 집값(만원)_2019,층_2020,최종 집값(만원)_2020,층_2021,최종 집값(만원)_2021,층_2022,최종 집값(만원)_2022,id,,
1025,BIEL 106,월세,28.87,"1,000",118,2,2018,역삼로 106,서울특별시 강남구 역삼로 106,서울특별시 강남구 역삼동 832-16,업무시설," 업무시설(오피스텔-291호),근린생활시설 ",127.0308413,37.4930076,서울특별시 강남구 역삼로 106,27200,13,30900,9,33600,2,35600,12,36300,유지,,
1053,BIEL 106,월세,29,"1,500",140,10,2018,역삼로 106,서울특별시 강남구 역삼로 106,서울특별시 강남구 역삼동 832-16,업무시설," 업무시설(오피스텔-291호),근린생활시설 ",127.0308413,37.4930076,서울특별시 강남구 역삼로 106,32600,7,37100,5,35800,13,43800,14,49900,유지,,
1055,BIEL 106,월세,29.77,"5,000",160,4,2018,역삼로 106,서울특별시 강남구 역삼로 106,서울특별시 강남구 역삼동 832-16,업무시설," 업무시설(오피스텔-291호),근린생활시설 ",127.0308413,37.4930076,서울특별시 강남구 역삼로 106,40600,5,43700,3,46000,6,38700,9,46400,유지,,
1074,K타워 오피스텔,월세,21.26,"1,000",85,6,2014,언주로98길 32,서울특별시 강남구 언주로98길 32,서울특별시 강남구 역삼동 703-6,업무시설,오피스텔,127.0442994,37.5044614,서울특별시 강남구 언주로98길 32,19900,14,21500,11,20600,14,21000,5,17000,유지,,
1092,amco square 720,월세,29.91,"5,000",100,4,2011,언주로85길 14,서울특별시 강남구 언주로85길 14,서울특별시 강남구 역삼동 720-22,업무시설," 오피스텔,사무실,근린생활시설 ",127.0418972,37.5012703,서울특별시 강남구 언주로85길 14,27200,6,23000,9,23200,7,26000,10,20300,유지,,
1096,amco square 720,월세,29.99,"20,000",10,4,2011,언주로85길 14,서울특별시 강남구 언주로85길 14,서울특별시 강남구 역삼동 720-22,업무시설," 오피스텔,사무실,근린생활시설 ",127.0418972,37.5012703,서울특별시 강남구 언주로85길 14,22200,8,21500,5,23200,4,23500,10,22800,유지,,
1103,강남 IBC 오피스텔,월세,25.62,"1,000",89,3,1987,테헤란로7길 8,서울특별시 강남구 테헤란로7길 8,서울특별시 강남구 역삼동 648-1,업무시설," 업무시설,근린생활시설,도시형생활주택 ",127.0310706,37.4997673,서울특별시 강남구 테헤란로7길 8,20800,7,23700,5,25000,7,23900,3,23600,유지,,
1107,강남 IBC 오피스텔,월세,27.86,"1,000",94,7,1987,테헤란로7길 8,서울특별시 강남구 테헤란로7길 8,서울특별시 강남구 역삼동 648-1,업무시설," 업무시설,근린생활시설,도시형생활주택 ",127.0310706,37.4997673,서울특별시 강남구 테헤란로7길 8,21900,3,23500,5,27100,7,24900,5,24800,유지,,
1108,강남 IBC 오피스텔,월세,27.98,"1,000",94,3,1987,테헤란로7길 8,서울특별시 강남구 테헤란로7길 8,서울특별시 강남구 역삼동 648-1,업무시설," 업무시설,근린생활시설,도시형생활주택 ",127.0310706,37.4997673,서울특별시 강남구 테헤란로7길 8,21900,4,23500,7,25600,6,24900,5,23800,유지,,
1157,강남역 서희스타힐스 오피스텔,월세,23.02,"1,000",83,10,2012,도곡로3길 19,서울특별시 강남구 도곡로3길 19,서울특별시 강남구 역삼동 837-18,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0324917,37.4913091,서울특별시 강남구 도곡로3길 19,19400,5,18200,7,20500,12,20800,5,18300,유지,,
1160,강남역 서희스타힐스 오피스텔,월세,23.58,"1,000",82,9,2012,도곡로3길 19,서울특별시 강남구 도곡로3길 19,서울특별시 강남구 역삼동 837-18,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0324917,37.4913091,서울특별시 강남구 도곡로3길 19,19200,8,18200,9,20600,2,19800,5,18800,유지,,
1167,강남역 서희스타힐스 오피스텔,월세,24.56,"19,000",4,6,2012,도곡로3길 19,서울특별시 강남구 도곡로3길 19,서울특별시 강남구 역삼동 837-18,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0324917,37.4913091,서울특별시 강남구 도곡로3길 19,19900,10,19700,2,20600,9,21000,10,23600,유지,,
1193,강남역 서희스타힐스 오피스텔,월세,25.5,"1,000",84,4,2012,도곡로3길 19,서울특별시 강남구 도곡로3길 19,서울특별시 강남구 역삼동 837-18,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0324917,37.4913091,서울특별시 강남구 도곡로3길 19,19700,2,20700,11,21700,4,22300,5,21300,유지,,
1199,강남역 서희스타힐스 오피스텔,월세,25.53,"1,000",82,10,2012,도곡로3길 19,서울특별시 강남구 도곡로3길 19,서울특별시 강남구 역삼동 837-18,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0324917,37.4913091,서울특별시 강남구 도곡로3길 19,19200,3,19100,3,20400,10,21000,6,23300,유지,,
1203,강남역 서희스타힐스 오피스텔,월세,27.24,"1,000",76,11,2012,도곡로3길 19,서울특별시 강남구 도곡로3길 19,서울특별시 강남구 역삼동 837-18,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0324917,37.4913091,서울특별시 강남구 도곡로3길 19,17900,8,24800,12,20600,4,21700,12,22100,유지,,
1207,강남역 서희스타힐스 오피스텔,월세,27.9,"19,800",15,2,2012,도곡로3길 19,서울특별시 강남구 도곡로3길 19,서울특별시 강남구 역삼동 837-18,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0324917,37.4913091,서울특별시 강남구 도곡로3길 19,23100,8,20300,9,25000,7,22300,10,21500,유지,,
1208,강남역 서희스타힐스 오피스텔,월세,28.96,"2,000",100,9,2012,도곡로3길 19,서울특별시 강남구 도곡로3길 19,서울특별시 강남구 역삼동 837-18,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0324917,37.4913091,서울특별시 강남구 도곡로3길 19,24200,9,21900,4,26000,9,23000,2,23300,유지,,
1211,강남역 서희스타힐스 오피스텔,월세,29.52,"5,000",80,5,2012,도곡로3길 19,서울특별시 강남구 도곡로3길 19,서울특별시 강남구 역삼동 837-18,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0324917,37.4913091,서울특별시 강남구 도곡로3길 19,22800,9,20300,2,21100,4,22900,7,23800,유지,,
1213,강남역 서희스타힐스 오피스텔,월세,29.88,"1,000",105,10,2012,도곡로3길 19,서울특별시 강남구 도곡로3길 19,서울특별시 강남구 역삼동 837-18,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0324917,37.4913091,서울특별시 강남구 도곡로3길 19,24300,6,23700,6,5400,6,25100,7,24300,유지,,
1226,강남역 서희스타힐스 오피스텔,월세,31.5,"10,000",75,4,2012,도곡로3길 19,서울특별시 강남구 도곡로3길 19,서울특별시 강남구 역삼동 837-18,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0324917,37.4913091,서울특별시 강남구 도곡로3길 19,26700,2,25900,10,13000,4,23100,2,25600,유지,,
1340,강남역 쉐르빌,전세,18.68,"17,700",0,4,2014,강남대로 328,서울특별시 강남구 강남대로 328,서울특별시 강남구 역삼동 832-3,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0306809,37.4922944,서울특별시 강남구 강남대로 328,17700,3,15300,3,16600,4,20800,11,20000,유지,,
1344,강남역 쉐르빌,전세,22.65,"22,500",0,5,2014,강남대로 328,서울특별시 강남구 강남대로 328,서울특별시 강남구 역삼동 832-3,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0306809,37.4922944,서울특별시 강남구 강남대로 328,22500,11,23700,18,25500,13,22800,9,24300,유지,,
1365,강남역 쉐르빌,월세,24.85,"1,000",89,11,2014,강남대로 328,서울특별시 강남구 강남대로 328,서울특별시 강남구 역삼동 832-3,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0306809,37.4922944,서울특별시 강남구 강남대로 328,20800,6,23200,7,21900,7,21900,7,22300,유지,,
1367,강남역 쉐르빌,전세,25.12,"24,000",0,10,2014,강남대로 328,서울특별시 강남구 강남대로 328,서울특별시 강남구 역삼동 832-3,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0306809,37.4922944,서울특별시 강남구 강남대로 328,24000,8,26200,5,26600,13,26800,11,24800,유지,,
1372,강남역 쉐르빌,월세,25.98,"2,000",92,20,2014,강남대로 328,서울특별시 강남구 강남대로 328,서울특별시 강남구 역삼동 832-3,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0306809,37.4922944,서울특별시 강남구 강남대로 328,22400,8,24800,20,23000,10,23600,18,23300,유지,,
1378,강남역 쉐르빌,전세,26.04,"23,400",0,10,2014,강남대로 328,서울특별시 강남구 강남대로 328,서울특별시 강남구 역삼동 832-3,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0306809,37.4922944,서울특별시 강남구 강남대로 328,23400,14,23500,15,22800,10,27000,12,25400,유지,,
1381,강남역 쉐르빌,월세,26.08,"1,000",89,16,2014,강남대로 328,서울특별시 강남구 강남대로 328,서울특별시 강남구 역삼동 832-3,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0306809,37.4922944,서울특별시 강남구 강남대로 328,20800,20,23500,18,27100,9,25000,8,24800,유지,,
1395,강남역 쉐르빌,전세,26.37,"22,000",0,5,2014,강남대로 328,서울특별시 강남구 강남대로 328,서울특별시 강남구 역삼동 832-3,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0306809,37.4922944,서울특별시 강남구 강남대로 328,22000,5,22600,9,25500,5,22900,5,23800,유지,,
1397,강남역 쉐르빌,전세,27.74,"27,000",0,18,2014,강남대로 328,서울특별시 강남구 강남대로 328,서울특별시 강남구 역삼동 832-3,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0306809,37.4922944,서울특별시 강남구 강남대로 328,27000,4,26200,4,24500,11,23800,7,11200,유지,,
1423,강남역 와이즈 플레이스,전세,23.87,"21,000",0,13,2013,강남대로66길 14,서울특별시 강남구 강남대로66길 14,서울특별시 강남구 역삼동 837-13,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0318199,37.491664,서울특별시 강남구 강남대로66길 14,21000,6,20100,6,23600,4,23900,8,22800,유지,,
1474,강남역 와이즈 플레이스,월세,26.98,"1,000",95,7,2013,강남대로66길 14,서울특별시 강남구 강남대로66길 14,서울특별시 강남구 역삼동 837-13,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0318199,37.491664,서울특별시 강남구 강남대로66길 14,22100,13,25900,10,25000,10,27600,13,26400,유지,,
1481,강남역 효성해링턴 타워 더퍼스트,월세,21.85,"1,000",85,5,2014,강남대로84길 15,서울특별시 강남구 강남대로84길 15,서울특별시 강남구 역삼동 825-24,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0297387,37.4969451,서울특별시 강남구 강남대로84길 15,19900,13,22200,13,22800,4,22300,9,22300,유지,,
1492,강남역 효성해링턴 타워 더퍼스트,전세,22.82,"23,000",0,5,2014,강남대로84길 15,서울특별시 강남구 강남대로84길 15,서울특별시 강남구 역삼동 825-24,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0297387,37.4969451,서울특별시 강남구 강남대로84길 15,23000,9,23200,6,25600,4,23000,6,25900,유지,,
1495,강남역 효성해링턴 타워 더퍼스트,전세,22.85,"24,000",0,15,2014,강남대로84길 15,서울특별시 강남구 강남대로84길 15,서울특별시 강남구 역삼동 825-24,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0297387,37.4969451,서울특별시 강남구 강남대로84길 15,24000,5,24800,7,24900,6,23900,12,23800,유지,,
1519,강남역 효성해링턴 타워 더퍼스트,월세,24.71,"1,000",100,11,2014,강남대로84길 15,서울특별시 강남구 강남대로84길 15,서울특별시 강남구 역삼동 825-24,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0297387,37.4969451,서울특별시 강남구 강남대로84길 15,23200,12,23700,12,25000,12,25000,10,25100,유지,,
1522,강남역 효성해링턴 타워 더퍼스트,전세,24.77,"21,500",0,3,2014,강남대로84길 15,서울특별시 강남구 강남대로84길 15,서울특별시 강남구 역삼동 825-24,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0297387,37.4969451,서울특별시 강남구 강남대로84길 15,21500,9,23500,10,25800,14,25000,4,23800,유지,,
1556,강남역 효성해링턴 타워 더퍼스트,전세,25.73,"23,000",0,14,2014,강남대로84길 15,서울특별시 강남구 강남대로84길 15,서울특별시 강남구 역삼동 825-24,업무시설," 업무시설(오피스텔),근린생활시설 ",127.0297387,37.4969451,서울특별시 강남구 강남대로84길 15,23000,13,24700,6,20600,7,24700,11,25100,유지,,
1580,강남역두산위브센티움,월세,28.71,"1,000",75,2,2004,테헤란로14길 8,서울특별시 강남구 테헤란로14길 8,서울특별시 강남구 역삼동 823-26,업무시설,오피스텔/근린생활시설,127.032951,37.4986564,서울특별시 강남구 테헤란로14길 8,17700,6,18300,9,21900,12,19700,9,20000,유지,,
1591,강남역투웨니퍼스트101동,월세,17.34,"1,000",90,10,2019,테헤란로6길 16,서울특별시 강남구 테헤란로6길 16,서울특별시 강남구 역삼동 824-9,업무시설,업무시설(오피스텔 65호),127.0305687,37.4974745,서울특별시 강남구 테헤란로6길 16,21000,12,18300,6,26000,10,22300,3,22300,유지,,
1611,강남역투웨니퍼스트101동,월세,18.49,"1,000",90,8,2019,테헤란로6길 16,서울특별시 강남구 테헤란로6길 16,서울특별시 강남구 역삼동 824-9,업무시설,업무시설(오피스텔 65호),127.0305687,37.4974745,서울특별시 강남구 테헤란로6길 16,21000,9,21200,11,27100,10,23100,11,26300,유지,,
1617,강남역투웨니퍼스트102동,전세,17.34,"23,100",0,9,2019,테헤란로6길 18,서울특별시 강남구 테헤란로6길 18,서울특별시 강남구 역삼동 824-49,업무시설,업무시설,127.0306256,37.497448,서울특별시 강남구 테헤란로6길 18,23100,3,18500,7,24500,7,22900,7,22300,유지,,
1636,강남역투웨니퍼스트102동,월세,18.49,"1,000",89,13,2019,테헤란로6길 18,서울특별시 강남구 테헤란로6길 18,서울특별시 강남구 역삼동 824-49,업무시설,업무시설,127.0306256,37.497448,서울특별시 강남구 테헤란로6길 18,20800,9,21200,3,22700,9,21000,6,22600,유지,,
1638,강남웅진베어스빌,월세,22.08,"1,500",80,8,2019,도곡로 113,서울특별시 강남구 도곡로 113,서울특별시 강남구 역삼동 838-10,업무시설,업무시설,127.0328454,37.4901857,서울특별시 강남구 도곡로 113,19300,4,25900,5,28200,2,26200,5,27700,유지,,
1642,강남웅진베어스빌,월세,24.25,"2,000",126,6,2019,도곡로 113,서울특별시 강남구 도곡로 113,서울특별시 강남구 역삼동 838-10,업무시설,업무시설,127.0328454,37.4901857,서울특별시 강남구 도곡로 113,30000,4,30200,2,28200,5,34300,8,32200,유지,,
1646,강남웅진베어스빌,전세,26.26,"30,000",0,9,2019,도곡로 113,서울특별시 강남구 도곡로 113,서울특별시 강남구 역삼동 838-10,업무시설,업무시설,127.0328454,37.4901857,서울특별시 강남구 도곡로 113,30000,4,28000,3,28200,5,35200,2,33000,유지,,
1649,금천빌딩,전세,29.72,"18,000",0,11,2005,테헤란로52길 15,서울특별시 강남구 테헤란로52길 15,서울특별시 강남구 역삼동 708-20,업무시설," 오피스텔, 근린생활시설 ",127.0479577,37.5031754,서울특별시 강남구 테헤란로52길 15,18000,11,19400,5,21000,3,19800,6,19200,유지,,
1674,네스빌,월세,23.68,"7,000",45,2,2004,역삼로7길 17,서울특별시 강남구 역삼로7길 17,서울특별시 강남구 역삼동 830-41,업무시설,오피스텔/근린생활시설/운동시설,127.0326572,37.4951309,서울특별시 강남구 역삼로7길 17,17000,9,15700,2,18000,3,18300,2,19000,유지,,
1679,네스빌,월세,24,"2,000",70,8,2004,역삼로7길 17,서울특별시 강남구 역삼로7길 17,서울특별시 강남구 역삼동 830-41,업무시설,오피스텔/근린생활시설/운동시설,127.0326572,37.4951309,서울특별시 강남구 역삼로7길 17,17600,5,17900,9,17400,7,18600,2,16000,유지,,
1683,능현오피스텔,월세,28.1,"1,000",85,11,2004,선릉로89길 16,서울특별시 강남구 선릉로89길 16,서울특별시 강남구 역삼동 708-16,업무시설," 업무시설 (오피스텔), 근린생활시설 ",127.0478302,37.5034177,서울특별시 강남구 선릉로89길 16,19900,2,21500,2,21700,13,21000,13,21300,유지,,
1689,능현오피스텔,전세,29.6,"20,000",0,10,2004,선릉로89길 16,서울특별시 강남구 선릉로89길 16,서울특별시 강남구 역삼동 708-16,업무시설," 업무시설 (오피스텔), 근린생활시설 ",127.0478302,37.5034177,서울특별시 강남구 선릉로89길 16,20000,6,16600,10,19300,10,19600,12,24300,유지,,
1691,능현오피스텔,월세,29.65,"1,000",75,2,2004,선릉로89길 16,서울특별시 강남구 선릉로89길 16,서울특별시 강남구 역삼동 708-16,업무시설," 업무시설 (오피스텔), 근린생활시설 ",127.0478302,37.5034177,서울특별시 강남구 선릉로89길 16,17700,2,19400,3,21700,2,19700,3,22800,유지,,
1708,대우디오빌플러스,전세,35.16,"23,100",0,6,2004,강남대로84길 33,서울특별시 강남구 강남대로84길 33,서울특별시 강남구 역삼동 824-25,업무시설," 업무시설,오피스텔,아파트,근린생활시설 ",127.0310657,37.4975237,서울특별시 강남구 강남대로84길 33,23100,12,23500,10,23300,15,23600,10,23300,유지,,
1715,대우디오빌플러스,전세,38.96,"23,500",0,15,2004,강남대로84길 33,서울특별시 강남구 강남대로84길 33,서울특별시 강남구 역삼동 824-25,업무시설," 업무시설,오피스텔,아파트,근린생활시설 ",127.0310657,37.4975237,서울특별시 강남구 강남대로84길 33,23500,15,23500,9,24300,12,24900,5,23100,유지,,
1816,루트원 레지던스,월세,18.05,"19,000",4,4,2012,언주로98길 36,서울특별시 강남구 언주로98길 36,서울특별시 강남구 역삼동 703-7,업무시설," 업무시설,오피스텔,도시형생활주택,제2종근린생활시설 ",127.0446266,37.5045271,서울특별시 강남구 언주로98길 36,19900,3,18000,3,20600,6,18800,11,20500,유지,,
1823,루트원 레지던스,월세,18.84,"6,000",64,10,2012,언주로98길 36,서울특별시 강남구 언주로98길 36,서울특별시 강남구 역삼동 703-7,업무시설," 업무시설,오피스텔,도시형생활주택,제2종근린생활시설 ",127.0446266,37.5045271,서울특별시 강남구 언주로98길 36,20200,11,18300,9,20800,7,19500,9,19500,유지,,
